Family,Certainty level for identification,Code(Cliff),Genus,Species,Block (B means Block),Site gr (grass) or cc (cover crop),Plot,Subplot,OrderNo,Date,CoverPerc,Soil,Rock,Wood,Litter,StandingDead,Water,Lichen,Moss,OtherNonVascular,Scat,CameraID,Code(Dan),Comments,Site,Corner,Location,Year,Month,Day,Height>3m,Status,Cluster,MorphospeciesID,TaxonID,Collected,Authority
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,32.4.1,_02,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,32.4.1,_03,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32.4.1,_04,17-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,32.4.1,_05,17-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,32.4.1,_06,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,32.4.1,_07,17-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,32.4.1,_08,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,32.4.1,_09,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B02,gr,B02gr,32.4.1,_10,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,32.4.1,_11,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,32.4.1,_12,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,32.4.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,32.4.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B02,gr,B02gr,32.4.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32.4.10,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,32.4.10,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,32.4.10,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,32.4.10,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,32.4.10,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,32.4.10,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32.4.10,_10,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,32.4.10,_11,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,32.4.10,_12,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,32.4.10,_13,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AesAme,Aeschynomene,americana,B02,gr,B02gr,32_100,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTor,Desmodium,tortuosum,B02,gr,B02gr,32_100,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B02,gr,B02gr,32_100,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,32_100,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,32_100,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,32_100,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,32_100,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,32_100,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,AndGyr,Andropogon,gyrans,B02,gr,B02gr,32_100,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Myrs,ToSpp,LysArv,Lysimachia,arvensis,B02,gr,B02gr,40.1.1,_01,17-Mar-20,<1,2,3,<1,3,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,40.1.1,_02,17-Mar-20,80,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,40.1.1,_03,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,40.1.1,_04,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,40.1.1,_05,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,40.1.1,_06,17-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,40.1.1,_07,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,40.1.1,_08,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,40.1.1,_09,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,40.1.1,_10,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,StyHam,Stylosanthes,hamata,B02,gr,B02gr,40.1.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,40.1.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AesAme,Aeschynomene,americana,B02,gr,B02gr,40.1.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,40.1.10,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,40.1.10,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,40.1.10,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,40.1.10,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,40.1.10,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B02,gr,B02gr,40.1.10,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,40.1.10,_10,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,40.1.10,_11,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,40.1.10,_12,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B02,gr,B02gr,40.1.10,_13,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B02,gr,B02gr,40.1.10,_14,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,40.1.10,_15,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B02,gr,B02gr,40.1.10,_16,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,40.3.1,_01,17-Mar-20,12,2,1,<1,5,<1,0,0,0,<1,0,NA,Both.per,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,40.3.1,_02,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,40.3.1,_03,17-Mar-20,8,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,40.3.1,_04,17-Mar-20,15,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,40.3.1,_05,17-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B02,gr,B02gr,40.3.1,_06,17-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,40.3.1,_07,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,40.3.1,_08,17-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,40.3.1,_09,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B02,gr,B02gr,40.3.1,_10,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,40.3.1,_11,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B02,gr,B02gr,40.3.1,_12,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Uro),NA,B02,gr,B02gr,40.3.1,_13,17-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,40.3.10,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AesAme,Aeschynomene,americana,B02,gr,B02gr,40.3.10,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,40.3.10,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B02,gr,B02gr,40.3.10,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,40.3.10,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,40.3.10,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,Genus,DesSp.,Desmodium,sp.,B02,gr,B02gr,40.3.10,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,40.3.10,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,40.3.10,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B02,gr,B02gr,40.3.10,_10,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,EreOph,Eremochloa,ophioroides,B02,gr,B02gr,40_100,_01,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,40_100,_02,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ChaAlb,Chaptalia,albicans,B02,gr,B02gr,40_100,_03,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B02,gr,B02gr,40_100,_04,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,40_100,_05,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/EleOrAndGyr),NA,B02,gr,B02gr,40_100,_06,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,40_100,_07,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,40_100,_08,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,40_100,_09,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,40_100,_10,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,40_100,_11,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,MelRep,Melinis,repens,B02,gr,B02gr,40_100,_12,17-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,41.1.1,_01,18-Mar-20,3,5,5,<1,25,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,41.1.1,_02,18-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,41.1.1,_03,18-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,41.1.1,_04,18-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,41.1.1,_05,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,41.1.1,_06,18-Mar-20,5,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,41.1.1,_07,18-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicAri,Dichanthium,aristatum,B02,gr,B02gr,41.1.1,_08,18-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,Fam,NA,Poac(~Eus/Ele),NA,B02,gr,B02gr,41.1.1,_09,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,41.1.1,_10,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,41.1.1,_11,18-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,41.1.1,_12,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,41.1.1,_13,18-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,41.1.1,_14,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,41.1.1,_15,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,41.1.1,_16,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B02,gr,B02gr,41.1.1,_17,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,41.1.1,_18,18-Mar-20,2,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,41.1.1,_19,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B02,gr,B02gr,41.1.10,_01,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,41.1.10,_02,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,ChlRad,Chloris,radiata,B02,gr,B02gr,41.1.10,_03,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,41.1.10,_04,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B02,gr,B02gr,41.1.10,_05,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenBro,Cenchrus,brownei,B02,gr,B02gr,41.1.10,_06,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasFim,Paspalum,fimbriatum,B02,gr,B02gr,41.4.1,_01,18-Mar-20,<1,8,1,<1,8,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Poac,ToSpp,BotPer,Bothriochloa,pertusa,B02,gr,B02gr,41.4.1,_02,18-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,41.4.1,_03,18-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,PasNot,Paspalum,notatum,B02,gr,B02gr,41.4.1,_04,18-Mar-20,10,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B02,gr,B02gr,41.4.1,_05,18-Mar-20,5,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B02,gr,B02gr,41.4.1,_06,18-Mar-20,5,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,41.4.1,_07,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHir,Chamaesyce,hirta,B02,gr,B02gr,41.4.1,_08,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,AlyVag,Alysicarpus,vaginalis,B02,gr,B02gr,41.4.1,_09,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,DesTri,Desmodium,triflorum,B02,gr,B02gr,41.4.1,_10,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,PecPro,Pectis,prostrata,B02,gr,B02gr,41.4.1,_11,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B02,gr,B02gr,41.4.1,_12,18-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Conv,Genus,Dicho.,Dichondra,sp.,B02,gr,B02gr,41.4.1,_13,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaHys,Chamaesyce,hyssopifolia,B02,gr,B02gr,41.4.1,_14,18-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,41.4.10,_01,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ConCan,Conyza,canadensis,B02,gr,B02gr,41.4.10,_02,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,41.4.10,_03,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,TriPro,Tridax,procumbens,B02,gr,B02gr,41.4.10,_04,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,CenEch,Cenchrus,echinatus,B02,gr,B02gr,41.4.10,_05,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,EmiFos,Emilia,fosbergii,B02,gr,B02gr,41_100,_01,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Oxal,ToSpp,OxaLat,Oxalis,latifolia,B02,gr,B02gr,41_100,_02,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Onag,ToSpp,OenLac,Oenothera,laciniata,B02,gr,B02gr,41_100,_03,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DicSer,Dichanthium,sericeum,B02,gr,B02gr,41_100,_04,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,SpoInd,Sporobolus,indicus,B02,gr,B02gr,41_100,_05,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigVio,Digitaria,violascens,B02,gr,B02gr,41_100,_06,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Lami,ToSpp,SalOcc,Salvia,occidentalis,B02,gr,B02gr,41_100,_07,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Euph,ToSpp,ChaOpt,Chamaesyce,opthalmica,B02,gr,B02gr,41_100,_08,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Poac,ToSpp,DigCil,Digitaria,ciliaris,B02,gr,B02gr,41_100,_09,18-Mar-20,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,BidAlb,Bidens,alba,B04,gr,B04gr,31.1.1,_01,19-Mar-20,20,4,<1,<1,8,<1,0,0,0,<1,0,NA,NA,,,,,,,,,,,,,,
Malv,ToSpp,SidUlm,Sida,ulmifolia,B04,gr,B04gr,31.1.1,_02,19-Mar-20,15,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Bras,ToSpp,LepVir,Lepidium,virginicum,B04,gr,B04gr,31.1.1,_03,19-Mar-20,5,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,MedLup,Medicago,lupulina,B04,gr,B04gr,31.1.1,_04,19-Mar-20,4,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CalVia,Calyptocarpus,vialis,B04,gr,B04gr,31.1.1,_05,19-Mar-20,3,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Rubi,ToSpp,SpeRem,Spermacoce,remota,B04,gr,B04gr,31.1.1,_06,19-Mar-20,1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Acan,ToSpp,RueBle,Ruellia,blechum,B04,gr,B04gr,31.1.1,_07,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Faba,ToSpp,IndSpi,Indigofera,spicata,B04,gr,B04gr,31.1.1,_08,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,CyaCin,Cyanthillium,cinereum,B04,gr,B04gr,31.1.1,_09,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Aste,ToSpp,ParHys,Parthenium,hysterophorus,B04,gr,B04gr,31.1.1,_10,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Zz?F,aPhylum,NA,Dicho/Dicha,(Dichondra/Dichanthium),B04,gr,B04gr,31.1.1,_11,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Urti,ToSpp,PilMic,Pilea,microphylla,B04,gr,B04gr,31.1.1,_12,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
Urti,ToSpp,ParPra,Parietaria,praetermissa,B04,gr,B04gr,31.1.1,_13,19-Mar-20,<1,,,,,,,,,,,,NA,,,,,,,,,,,,,,
